rank,model,folds,mean_company_mape,mean_company_wape,median_company_wape,std_company_wape,min_company_wape,max_company_wape,mean_company_bias,mean_absolute_company_bias,fold_wins
1,Operational XGBoost,6,1.8174640406695692,1.9071793498626406,1.847752419197458,0.4185366082017568,1.3868260859070336,2.580597142452712,0.24742060689523623,0.6641136106773796,5
2,Operational Random Forest,6,2.5850420512012198,2.6538882309120044,2.622763400613966,0.8121190891155358,1.7556345913799252,3.529403511729069,-0.002902315781475836,1.0301626982325767,1
3,Rolling 4-Week Baseline,6,9.35546674094014,10.558913424045521,9.02929919263642,6.593910990526512,3.196766577360831,19.683839423607154,-1.3020818434536943,4.218943130542571,0
