model,mae,rmse,mape,wape,forecast_bias,n_test_weeks,evaluation_level
"ARIMA(1,1,1) Rolling",1982825.0286950096,3671843.3039220115,3.6718681073745976,3.953065380684158,-0.29418063683946194,14,company_week
"SARIMA(1,1,1)(1,0,0,52) Rolling",6520840.213431282,10431204.260686116,12.505359533258483,13.000293685849604,3.9166588576472052,14,company_week
